Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight , Joy ,06/06/2023 22:30, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28.0,55.0, Canada,2023,6,6,22,attended a concert and danced the night away music is the heartbeat of life concertvibes danceallnight,positive,102,16,83.0,2
599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories , Joy ,07/06/2023 12:45, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22.0,45.0, USA,2023,6,7,12,rediscovered childhood cartoons and had a nostalgiafilled marathon cartoonnostalgia teenmemories,positive,96,10,67.0,2
600,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,08/06/2023 16:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35.0,70.0, UK,2023,6,8,16,embarked on a diy home decor project lets hope it turns out better than last time diyadventure teenhomedecor,positive,108,18,105.0,2
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,09/06/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20.0,40.0, USA,2023,6,9,14,spent the afternoon at a museum pretending to be cultured art enthusiast in the making museumday teenartlover,neutral,109,17,60.0,2
602,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,10/06/2023 17:30, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30.0,60.0, Canada,2023,6,10,17,started a blog about random thoughts and musings blogging is the new diary bloggerlife teenblogger,neutral,98,15,90.0,2
603,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,11/06/2023 15:30, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35.0,70.0, USA,2023,6,11,15,relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon,neutral,114,16,105.0,2
604,608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,12/06/2023 18:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28.0,55.0, UK,2023,6,12,18,reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging,neutral,123,18,83.0,2
605,609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,13/06/2023 14:45, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22.0,45.0, Canada,2023,6,13,14,exploring the world of digital art its never too late to discover new passions digitalartistry latebloomer,neutral,106,16,67.0,2
606,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,14/06/2023 19:30, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25.0,50.0, USA,2023,6,14,19,savoring the flavors of a homecooked meal simple joys are the heart of happiness homecooking simplejoys,neutral,103,16,75.0,2
607,611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,15/06/2023 12:15, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30.0,60.0, UK,2023,6,15,12,embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate,neutral,120,19,90.0,2
608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,16/06/2023 21:45, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18.0,35.0, Canada,2023,6,16,21,attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies,positive,134,15,53.0,2
609,613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer , Joy ,17/06/2023 15:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35.0,70.0, USA,2023,6,17,15,capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer,positive,116,14,105.0,2
610,614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ", Contentment ,18/06/2023 11:30, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28.0,55.0, UK,2023,6,18,11,reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship,neutral,117,17,83.0,2
611,615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ", Joy ,19/06/2023 16:30, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22.0,45.0, Canada,2023,6,19,16,embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour,positive,128,19,67.0,2
612,616,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ", Joy ,20/06/2023 14:20, ChoirEnthusiast , Instagram , #MusicHarmony #SeniorVoices ,20.0,40.0, USA,2023,6,20,14,joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging,positive,125,16,60.0,2
613,617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ", Contentment ,21/06/2023 19:00, MeditationSenior , Twitter , #MindfulLiving #SeniorCalm ,18.0,35.0, UK,2023,6,21,19,exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind,neutral,111,15,53.0,2
614,618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ", Contentment ,22/06/2023 13:45, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25.0,50.0, USA,2023,6,22,13,taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease gardenwalk floralbeauty,neutral,125,18,75.0,2
615,619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ", Contentment ,23/06/2023 18:45, WineConnoisseur , Instagram , #LifeWellLived #SeniorWine ,28.0,55.0, UK,2023,6,23,18,sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived winelover vintagecheers,neutral,131,23,83.0,2
616,620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ", Joy ,24/06/2023 16:15, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22.0,45.0, Canada,2023,6,24,16,participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry,positive,124,19,67.0,2
617,621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ", Gratitude ,25/06/2023 20:30, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35.0,70.0, USA,2023,6,25,20,embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories,neutral,128,18,105.0,2
618,622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ", Curiosity ,26/06/2023 14:00, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30.0,60.0, UK,2023,6,26,14,attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning,neutral,139,20,90.0,2
619,623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ", Contentment ,27/06/2023 17:45, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20.0,40.0, USA,2023,6,27,17,rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking,neutral,128,17,60.0,2
620,624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ", Joy ,28/06/2023 22:15, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18.0,35.0, UK,2023,6,28,22,joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer,positive,150,21,53.0,2
621,625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ", Joy ,29/06/2023 16:30, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,6,29,16,attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic,positive,137,22,75.0,2
622,626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ", Gratitude ,30/06/2023 19:30, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28.0,55.0, UK,2023,6,30,19,joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter,neutral,132,20,83.0,2
623,627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ", Excitement ,01/07/2023 14:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30.0,60.0, USA,2023,7,1,14,embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer,positive,113,18,90.0,2
624,628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ", Joy ,02/07/2023 18:30, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22.0,45.0, UK,2023,7,2,18,attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides,positive,132,20,67.0,2
625,629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ", Joy ,03/07/2023 12:45, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28.0,55.0, Canada,2023,7,3,12,started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener,positive,120,16,83.0,2
626,630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ", Contentment ,04/07/2023 17:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35.0,70.0, USA,2023,7,4,17,hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost,neutral,135,20,105.0,2
627,631,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ", Joy ,05/07/2023 20:15, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18.0,35.0, UK,2023,7,5,20,enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer,positive,130,24,53.0,2
628,632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,06/07/2023 14:30, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25.0,50.0, USA,2023,7,6,14,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,positive,133,18,75.0,2
629,633,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ", Joy ,07/07/2023 19:45, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22.0,45.0, UK,2023,7,7,19,started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,positive,118,19,67.0,2
630,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ", Contentment ,08/07/2023 16:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30.0,60.0, Canada,2023,7,8,16,hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,neutral,127,20,90.0,2
631,635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ", Joy ,09/07/2023 22:30, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20.0,40.0, USA,2023,7,9,22,participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,positive,116,16,60.0,2
632,636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ", Excitement ,10/07/2023 14:20, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28.0,55.0, UK,2023,7,10,14,embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,positive,151,23,83.0,2
633,637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer , Gratitude ,11/07/2023 18:45, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22.0,45.0, Canada,2023,7,11,18,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer,neutral,144,19,67.0,2
634,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,12/07/2023 13:45, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25.0,50.0, USA,2023,7,12,13,joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,positive,116,20,75.0,2
635,639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,13/07/2023 20:00, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35.0,70.0, UK,2023,7,13,20,attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,positive,141,22,105.0,2
636,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,14/07/2023 16:15, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20.0,40.0, USA,2023,7,14,16,started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,positive,135,17,60.0,2
637,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,15/07/2023 19:30, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28.0,55.0, Canada,2023,7,15,19,organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,positive,126,16,83.0,2
638,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,16/07/2023 14:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30.0,60.0, USA,2023,7,16,14,hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,neutral,129,18,90.0,2
639,643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,17/07/2023 22:15, SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18.0,35.0, UK,2023,7,17,22,joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,neutral,121,17,53.0,2
640,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,18/07/2023 16:30, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,7,18,16,attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,positive,148,24,75.0,2
641,645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,19/07/2023 19:45, WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22.0,45.0, UK,2023,7,19,19,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,neutral,129,23,67.0,2
642,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,20/07/2023 17:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30.0,60.0, Canada,2023,7,20,17,participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,positive,116,17,90.0,2
643,647,"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,01/08/2023 13:30, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0, USA,2023,8,1,13,survived a challenging physics exam equations you wont defeat me,neutral,64,10,60.0,2
644,648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,02/08/2023 14:45, CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25.0,50.0, UK,2023,8,2,14,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,positive,96,14,75.0,2
645,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,03/08/2023 12:15, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18.0,35.0, Canada,2023,8,3,12,joined the school debate team words are my weapons and im ready for battle,positive,74,14,53.0,2
646,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,04/08/2023 16:30, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22.0,45.0, USA,2023,8,4,16,started a photography club at school capturing moments one snapshot at a time,positive,77,13,67.0,2
647,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,05/08/2023 19:45, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30.0,60.0, Canada,2023,8,5,19,daydreaming about the upcoming prom the dress the dance its a fairytale in the making,positive,85,15,90.0,2
648,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,06/08/2023 14:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0, USA,2023,8,6,14,convinced the teacher to have class outdoors learning equations with a side of fresh air,positive,88,15,83.0,2
649,653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,07/08/2023 19:45, PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22.0,45.0, UK,2023,8,7,19,accidentally spilled paint in art class abstract art right artclassadventures highschoolartist,neutral,94,11,67.0,2
650,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,08/08/2023 16:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30.0,60.0, Canada,2023,8,8,16,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,positive,90,16,90.0,2
651,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,09/08/2023 22:30, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20.0,40.0, USA,2023,8,9,22,bonding with friends over the latest kpop sensation fangirling at its finest,positive,76,12,60.0,2
652,656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,10/08/2023 14:20, ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28.0,55.0, UK,2023,8,10,14,spent hours perfecting a chemistry experiment mixing potions like a wizard,positive,74,11,83.0,2
653,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,11/08/2023 18:45, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22.0,45.0, Canada,2023,8,11,18,successfully organized a surprise birthday party for a friend party planning expert mode achieved,positive,97,14,67.0,2
654,658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,12/08/2023 13:45, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25.0,50.0, USA,2023,8,12,13,joined the drama club to unleash my inner actor lights camera action,positive,68,12,75.0,2
655,659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,13/08/2023 20:00, FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35.0,70.0, UK,2023,8,13,20,got my hands on the latest fantasy novel diving into realms of magic and adventure,positive,82,15,105.0,2
656,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,14/08/2023 16:15, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20.0,40.0, USA,2023,8,14,16,mastering the art of the perfect doodle during boring classes doodles a,positive,71,12,60.0,2
657,661,Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,15/08/2023 19:30, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28.0,55.0, Canada,2023,8,15,19,attempting to break the school record for the longest handstand wish me luck,positive,76,13,83.0,2
658,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,16/08/2023 14:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30.0,60.0, USA,2023,8,16,14,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,neutral,81,15,90.0,2
659,663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,17/08/2023 22:15, SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18.0,35.0, UK,2023,8,17,22,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,positive,92,15,53.0,2
660,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,18/08/2023 16:30, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25.0,50.0, USA,2023,8,18,16,spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,neutral,87,17,75.0,2
661,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed ,19/08/2023 19:45, SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0, UK,2023,8,19,19,accidentally liked my crushs old photo while stalking their profile awkward level maximum,neutral,89,13,67.0,2
662,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed ,20/08/2023 17:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30.0,60.0, Canada,2023,8,20,17,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,neutral,104,17,90.0,2
663,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy ,21/08/2023 15:45, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15.0,30.0, USA,2023,8,21,15,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,positive,95,15,45.0,2
664,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement ,22/08/2023 12:30, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22.0,40.0, Canada,2023,8,22,12,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,positive,96,16,62.0,2
665,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous ,23/08/2023 16:45, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28.0,55.0, USA,2023,8,23,16,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,neutral,85,14,83.0,2
666,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement ,24/08/2023 18:20, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20.0,38.0, UK,2023,8,24,18,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,positive,85,12,58.0,2
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy ,25/08/2023 14:15, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25.0,50.0, Canada,2023,8,25,14,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,positive,83,14,75.0,2
668,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed ,26/08/2023 17:30, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18.0,35.0, USA,2023,8,26,17,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,neutral,92,17,53.0,2
669,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed ,27/08/2023 20:45, MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22.0,45.0, UK,2023,8,27,20,tried a magic trick to impress classmates magic fail where did that rabbit go,neutral,77,14,67.0,2
670,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy ,28/08/2023 16:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18.0,36.0, USA,2023,8,28,16,perfecting the art of creating origami during a dull lecture origami mastery a,positive,78,13,54.0,2
671,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement ,29/08/2023 13:45, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26.0,48.0, Canada,2023,8,29,13,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,positive,100,17,74.0,2
672,676,Creating a secret handshake with friends. Friendship level: Expert! , Joy ,30/08/2023 17:30, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20.0,40.0, USA,2023,8,30,17,creating a secret handshake with friends friendship level expert,positive,64,9,60.0,2
673,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement ,31/08/2023 20:15, BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24.0,42.0, UK,2023,8,31,20,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,positive,98,17,66.0,2
674,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy ,01/09/2023 14:45, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21.0,39.0, Canada,2023,9,1,14,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,positive,89,15,60.0,2
675,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed ,02/09/2023 18:30, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17.0,33.0, USA,2023,9,2,18,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,neutral,88,14,50.0,2
676,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement ,03/09/2023 22:00, ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23.0,44.0, UK,2023,9,3,22,attempting to impress the teacher with an elaborate science experiment science geek mode activated,positive,98,14,67.0,2
677,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy ,04/09/2023 15:15, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0, USA,2023,9,4,15,crafting intricate friendship bracelets for the whole squad friendship level expert weaver,positive,90,12,56.0,2
678,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement ,05/09/2023 12:30, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0, Canada,2023,9,5,12,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway,positive,94,13,79.0,2
